7.612394	-1.751483	0
10.412192	1.558306	0
1.634647	-0.612502	1
0.318954	-2.308121	1
1.780778	0.212217	1
0.662025	-1.172019	1
7.371561	-2.713115	0
10.926086	1.715520	0
9.002728	0.339899	0
10.341501	0.044878	0
8.671775	1.220369	0
1.963781	0.244532	1
1.183002	-1.534387	1
2.742432	-0.754884	1
2.529124	1.640793	1
9.846930	2.799465	0
9.372674	0.335972	0
8.812287	-0.527994	0
1.575730	-0.173715	1
2.252044	-0.052580	1
10.789590	1.353447	0
7.695510	-1.151166	0
8.736710	-0.021699	0
1.807954	-0.036153	1
0.313943	-2.837339	1
2.732844	2.826215	1
2.846754	1.733578	1
7.737371	-1.374079	0
8.513659	-1.089610	0
1.490480	-0.696312	1
2.617445	-0.182445	1
0.863841	-0.909434	1
8.225347	-1.217477	0
2.728275	1.599904	1
4.198444	1.768326	1
8.097381	-1.147530	0
0.909881	-0.390972	1
8.216026	-2.662570	0
8.566921	-2.569724	0
3.128722	1.241310	1
2.218297	-0.886957	1
8.730556	0.645178	0
2.419651	0.457186	1
3.024371	0.447847	1
2.578946	-0.368085	1
8.635084	-0.077172	0
2.229757	-0.161606	1
9.248247	-0.086158	0
1.846430	-1.172773	1
8.985326	-1.447874	0
7.993417	-2.074311	0
2.905761	1.846524	1
2.832961	0.413574	1
7.994537	0.507803	0
9.293659	1.458523	0
2.138580	1.886604	1
9.741486	0.805259	0
9.861962	-1.083208	0
9.521267	-0.640015	0
8.978103	-0.266482	0
2.192881	0.878404	1
2.418802	-0.291304	1
3.417676	0.584067	1
1.775263	-0.256272	1
1.880904	-1.424086	1
2.842212	1.475010	1
9.889209	1.675544	0
9.094233	1.049269	0
8.128976	-1.354146	0
2.835725	0.170737	1
9.073918	-0.229982	0
7.588665	-1.772211	0
7.429368	-1.270994	0
1.742917	0.818392	1
0.481916	-0.362694	1
1.332808	-2.138183	1
7.657727	-1.478125	0
7.464271	-1.568990	0
10.130952	0.920704	0
9.146828	-1.006932	0
8.746434	0.779962	0
8.773841	0.288591	0
7.272261	0.206068	0
7.971502	-1.471728	0
10.272918	1.651140	0
8.871342	-0.108128	0
9.510601	-0.825556	0
0.248434	-0.701547	1
8.998379	-1.460531	0
9.196676	-0.024965	0
0.738618	-0.884930	1
1.608498	0.535378	1
2.221410	-0.743727	1
0.733299	-2.503951	1
1.754104	-0.432950	1
3.077665	2.314148	1
1.076833	-1.103229	1
8.477216	-0.527032	0
8.522852	-0.193099	0
2.402834	-0.407702	1
